,BSE500,SI1900,SIBANK,SPBSBMIP,SI0200,SPBSCDIP,SI0400,SPBSENIP,SI0600,SPBSFIIP,SI0800,SPBSIDIP,SI1000,SI1200,SI1400,SIPOWE,SIREAL,SIBTEC,SPBSTLIP,SPBSUTIP
30-April-2012,6698.51,10645.52,11828.63,1613.81,9409.09,1453.96,6591.92,2101.02,4772.07,2320.03,6795.59,1879.22,5704.31,11066.55,7964.63,2012.46,1692.57,3326.09,1043.46,1570.22
2-May-2012,6687.94,10462.9,11860.29,1611.14,9320.86,1451.06,6750.75,2087.35,4782.21,2321.85,6797.99,1854.85,5746.08,11026.33,7918.62,1987.36,1693.29,3358.47,1064.92,1551.38
3-May-2012,6622.15,10209.04,11653.7,1592.11,9254.84,1425.87,6749.04,2071.0,4766.79,2285.03,6786.77,1833.49,5786.99,10833.9,7867.52,1960.35,1669.07,3370.8,1056.33,1526.87
4-May-2012,6496.99,10024.41,11284.03,1554.78,8908.74,1394.33,6610.41,2034.86,4714.3,2223.6,6802.75,1791.08,5733.26,10562.22,7737.81,1912.15,1627.99,3336.16,1040.11,1499.42
7-May-2012,6534.95,10147.43,11374.31,1581.21,9253.31,1405.66,6706.26,2025.25,4680.56,2240.15,6793.61,1830.85,5709.56,10728.27,7698.53,1946.86,1639.02,3334.81,1054.13,1512.57
8-May-2012,6406.07,9903.93,11051.8,1556.84,8935.05,1388.34,6634.5,2009.0,4565.79,2185.29,6733.78,1778.43,5533.39,10549.56,7638.24,1897.71,1617.4,3247.41,1042.96,1494.83
9-May-2012,6358.22,9809.09,10842.68,1533.96,8907.13,1376.84,6622.73,1980.44,4688.83,2149.79,6728.47,1759.76,5545.03,10332.06,7538.33,1862.77,1569.11,3241.78,1026.18,1465.63
10-May-2012,6348.82,9722.26,10833.81,1527.12,8893.85,1370.92,6643.51,1988.74,4677.21,2149.33,6706.5,1753.51,5540.27,10226.83,7585.09,1848.75,1567.34,3237.44,1027.41,1454.46
11-May-2012,6300.73,9779.08,10835.66,1510.21,8808.67,1363.49,6606.97,1976.7,4617.93,2145.29,6574.07,1748.03,5481.94,10106.7,7547.94,1822.92,1561.73,3208.46,1023.65,1431.88
14-May-2012,6262.7,9715.47,10661.64,1501.39,8838.65,1362.28,6630.56,1945.97,4631.02,2116.6,6625.53,1729.36,5504.56,10050.62,7420.47,1808.48,1541.89,3216.15,1019.98,1421.15
15-May-2012,6306.76,9741.92,10744.45,1527.09,9110.26,1369.44,6632.4,1949.24,4601.44,2130.4,6689.47,1755.04,5590.27,10272.71,7425.25,1812.0,1555.59,3251.22,1015.69,1423.4
16-May-2012,6214.37,9489.31,10566.84,1498.49,8956.11,1358.66,6503.73,1938.76,4557.73,2086.33,6646.16,1710.62,5512.94,9997.84,7389.21,1782.36,1544.83,3205.63,996.68,1405.41
17-May-2012,6222.92,9410.61,10542.61,1507.58,8764.14,1348.31,6426.1,1947.02,4644.4,2091.74,6623.51,1693.59,5510.75,10037.81,7422.03,1774.98,1558.63,3206.69,997.25,1401.49
18-May-2012,6241.2,9231.46,10726.81,1507.09,8717.66,1344.37,6419.97,1954.31,4697.56,2117.27,6617.65,1678.86,5512.0,10078.1,7465.38,1781.0,1556.48,3203.17,992.78,1411.61
21-May-2012,6263.56,9276.21,10843.0,1507.8,8888.24,1355.21,6421.71,1965.72,4642.71,2140.68,6636.43,1697.92,5446.35,10118.7,7504.22,1803.6,1586.1,3171.24,990.95,1426.7
22-May-2012,6209.65,9202.5,10678.79,1485.64,8780.95,1341.34,6428.93,1953.79,4601.48,2116.12,6602.37,1685.1,5471.24,9933.71,7462.24,1777.5,1566.66,3175.89,979.89,1400.26
23-May-2012,6176.39,9140.09,10618.09,1474.08,8702.66,1333.33,6295.18,1943.95,4597.27,2102.19,6612.37,1670.59,5480.05,9862.09,7435.25,1766.78,1553.2,3159.44,944.27,1399.28
24-May-2012,6263.39,9243.21,10865.64,1492.78,8784.46,1344.18,6318.38,1981.02,4611.39,2154.18,6648.7,1686.16,5525.98,9996.31,7582.75,1783.17,1563.88,3206.5,988.37,1414.74
25-May-2012,6272.97,9238.89,10899.21,1501.11,8862.84,1344.37,6300.56,1977.57,4590.25,2157.53,6640.08,1704.73,5523.09,10088.61,7577.63,1784.7,1572.27,3207.85,992.43,1423.33
28-May-2012,6350.89,9399.91,11162.95,1517.15,9026.91,1360.57,6439.41,1986.18,4631.05,2200.59,6677.4,1735.38,5559.44,10187.79,7592.46,1826.24,1588.29,3232.6,1006.55,1442.19
29-May-2012,6352.29,9424.46,11178.04,1514.41,9013.76,1364.02,6396.29,1994.42,4588.09,2198.6,6657.45,1733.48,5625.39,10223.83,7613.25,1831.74,1598.14,3256.42,996.82,1446.7
30-May-2012,6290.01,9050.13,10979.86,1505.47,8879.07,1353.0,6252.44,1987.32,4579.55,2163.88,6650.18,1677.02,5646.54,10127.97,7584.4,1810.04,1563.26,3267.17,997.63,1431.66
31-May-2012,6280.04,8873.01,10884.53,1500.9,8816.9,1353.41,6201.53,1989.35,4574.26,2156.09,6645.31,1661.33,5666.08,10106.45,7587.84,1813.91,1578.9,3277.35,995.83,1435.38
1-June-2012,6177.22,8680.3,10684.62,1480.68,8553.1,1326.24,6155.76,1939.25,4591.16,2116.31,6556.96,1618.11,5552.27,9934.86,7427.61,1768.73,1552.7,3217.23,989.17,1431.18
4-June-2012,6178.64,8748.09,10802.52,1470.73,8730.67,1321.49,5975.93,1966.21,4520.94,2129.4,6521.71,1635.93,5536.35,9875.19,7514.18,1766.7,1573.73,3200.75,974.93,1413.47
5-June-2012,6194.73,8729.99,10891.31,1467.76,8904.9,1328.48,5935.87,1977.37,4471.66,2144.76,6546.97,1643.98,5556.62,9848.08,7567.25,1780.91,1552.17,3199.41,956.55,1421.0
6-June-2012,6345.26,9066.68,11218.78,1505.71,9227.77,1360.58,6063.08,2012.63,4603.5,2201.8,6615.55,1697.45,5638.81,10135.61,7699.15,1843.09,1593.31,3258.05,988.02,1467.88
7-June-2012,6406.54,9186.54,11455.49,1517.17,9319.65,1375.92,6039.95,2028.49,4639.67,2238.33,6635.6,1712.69,5659.37,10269.37,7742.89,1863.31,1628.14,3278.85,999.9,1475.04
8-June-2012,6429.05,9192.24,11513.8,1520.48,9485.64,1376.5,6031.83,2034.71,4680.77,2248.68,6634.98,1729.07,5617.05,10308.14,7780.76,1877.07,1650.86,3266.54,1008.87,1486.84
11-June-2012,6407.76,9140.79,11462.48,1514.55,9329.76,1375.21,6091.51,2019.91,4689.61,2242.98,6545.8,1713.83,5613.88,10296.34,7722.26,1876.28,1634.0,3263.39,1007.64,1497.31
12-June-2012,6476.48,9301.91,11680.2,1531.96,9501.78,1391.4,6184.38,2035.64,4728.89,2279.37,6519.57,1738.41,5657.27,10404.75,7773.82,1897.06,1666.83,3290.76,1020.21,1508.56
13-June-2012,6481.45,9165.4,11667.19,1533.65,9651.65,1378.6,6127.76,2038.41,4779.02,2278.51,6549.04,1744.56,5682.77,10369.58,7787.85,1881.64,1642.3,3298.45,1018.46,1496.41
14-June-2012,6399.89,8983.29,11338.72,1521.01,9382.52,1364.6,6060.94,2034.16,4770.59,2222.02,6510.92,1699.12,5701.57,10264.02,7769.73,1840.91,1594.44,3302.69,1010.44,1462.98
15-June-2012,6487.13,9213.8,11586.65,1537.27,9527.34,1383.87,6121.96,2052.88,4838.87,2259.9,6580.21,1729.84,5765.5,10394.89,7824.91,1863.87,1622.86,3342.16,1026.95,1479.2
18-June-2012,6396.6,9155.05,11220.87,1527.05,9425.69,1372.45,6131.99,2037.28,4757.67,2199.67,6534.64,1710.78,5717.12,10289.91,7755.06,1839.91,1577.78,3311.44,1013.07,1461.77
19-June-2012,6440.74,9176.87,11281.84,1528.83,9479.82,1376.33,6133.81,2078.53,4832.84,2212.05,6608.6,1716.93,5711.76,10305.17,7921.27,1842.02,1579.82,3317.06,1025.46,1469.15
20-June-2012,6474.67,9260.84,11329.51,1552.05,9590.93,1382.33,6180.77,2090.65,4822.95,2219.98,6685.31,1741.83,5688.53,10436.93,7979.19,1860.31,1578.66,3303.58,1017.29,1480.14
21-June-2012,6530.9,9329.12,11562.75,1559.24,9799.54,1392.79,6176.89,2074.15,4885.59,2258.73,6715.92,1770.64,5677.5,10500.74,7908.01,1892.77,1624.26,3303.41,1024.02,1498.71
22-June-2012,6513.78,9338.41,11561.05,1540.17,9737.67,1396.72,6175.39,2068.15,4875.32,2253.43,6709.57,1761.31,5663.69,10344.99,7895.03,1893.62,1630.87,3293.54,1017.52,1505.93
25-June-2012,6483.63,9283.75,11442.55,1534.08,9682.91,1388.45,6185.32,2062.06,4869.17,2240.48,6680.38,1753.89,5625.99,10270.71,7881.48,1875.78,1619.21,3274.81,1011.72,1498.51
26-June-2012,6500.12,9319.53,11502.43,1534.61,9676.88,1393.65,6124.99,2081.58,4825.39,2249.98,6723.91,1754.61,5622.53,10250.19,7976.45,1892.54,1624.95,3272.78,1005.54,1516.92
27-June-2012,6525.5,9248.05,11544.27,1548.68,9688.58,1396.88,6092.02,2082.15,4848.62,2259.97,6758.77,1749.01,5675.26,10409.06,7970.09,1911.99,1629.57,3297.92,1002.56,1531.56
28-June-2012,6530.99,9255.89,11507.5,1555.39,9672.38,1396.63,6073.82,2080.91,4888.45,2255.37,6757.43,1749.62,5687.54,10426.25,7940.99,1919.33,1627.72,3299.39,998.41,1531.32
29-June-2012,6682.47,9457.91,11908.71,1600.73,10025.35,1429.6,6208.83,2114.14,4992.03,2321.86,6883.89,1795.09,5765.16,10785.38,8075.67,1987.56,1667.87,3344.39,1006.86,1577.77
2-July-2012,6700.36,9405.41,11987.67,1614.36,10085.78,1441.92,6285.65,2119.39,4887.95,2339.19,6905.04,1803.12,5749.48,10850.84,8094.99,2000.56,1706.61,3348.64,1023.23,1585.51
3-July-2012,6726.86,9426.43,12060.45,1622.12,10104.25,1450.36,6473.0,2133.89,4850.96,2358.71,6916.0,1808.46,5720.6,10934.31,8146.8,1998.49,1740.14,3356.55,1057.3,1590.68
4-July-2012,6751.19,9472.41,12120.86,1649.25,10168.23,1459.1,6516.95,2120.6,4827.94,2371.09,6910.77,1820.8,5698.74,11166.44,8100.86,2010.78,1773.34,3363.71,1082.92,1603.27
5-July-2012,6787.47,9530.52,12243.6,1654.83,10257.03,1463.02,6519.24,2116.6,4877.68,2391.62,6942.34,1838.13,5700.05,11122.59,8089.21,2028.06,1765.8,3362.38,1078.1,1615.14
6-July-2012,6766.75,9487.65,12265.41,1639.8,10151.78,1453.01,6448.88,2111.81,4910.21,2396.74,6941.97,1823.88,5654.85,11001.86,8060.69,2011.27,1744.57,3338.47,1072.55,1596.54
9-July-2012,6703.09,9381.46,12173.45,1614.58,10025.06,1434.38,6386.25,2102.46,4880.55,2373.4,6896.3,1801.89,5650.87,10831.79,8018.56,1980.36,1726.2,3324.61,1056.68,1570.58
10-July-2012,6786.22,9533.13,12360.52,1632.28,10200.79,1447.06,6451.09,2121.19,4965.73,2408.6,6954.61,1831.5,5686.0,10991.96,8090.48,2003.05,1751.4,3350.04,1076.58,1589.65
11-July-2012,6750.12,9420.67,12322.47,1620.48,10239.01,1441.8,6448.55,2100.29,4909.15,2398.28,6943.84,1825.16,5674.14,10876.57,8005.6,1992.76,1732.75,3336.06,1061.36,1584.74
12-July-2012,6677.17,9312.35,12207.86,1604.37,10090.37,1434.81,6334.03,2104.99,4898.72,2377.63,6938.3,1802.74,5384.39,10764.78,8027.43,1977.48,1749.1,3188.41,1032.42,1578.33
13-July-2012,6662.97,9310.02,12182.57,1590.7,10054.75,1432.78,6230.67,2104.44,4909.59,2374.08,6931.01,1794.89,5360.65,10641.04,8028.44,1964.05,1725.21,3181.61,1035.97,1570.3
16-July-2012,6626.81,9244.28,12146.08,1568.65,9951.85,1427.18,6278.8,2106.61,4892.35,2369.33,6996.05,1773.97,5235.37,10429.85,8033.99,1946.09,1697.5,3140.37,1062.31,1550.17
17-July-2012,6607.62,9125.74,12135.36,1563.19,9872.98,1414.75,6295.02,2098.57,4939.19,2365.15,7045.65,1753.08,5209.36,10413.65,8002.65,1924.93,1676.48,3131.88,1068.15,1536.89
18-July-2012,6633.61,9179.79,12184.41,1577.75,9978.36,1429.48,6288.26,2096.66,4938.22,2373.77,7030.25,1762.1,5233.65,10567.63,7984.75,1934.82,1692.01,3146.22,1071.73,1543.1
19-July-2012,6661.44,9136.73,12198.05,1586.4,10056.25,1424.91,6375.06,2121.63,4937.41,2380.1,7033.94,1772.46,5325.46,10660.56,8084.06,1951.92,1698.57,3173.64,1047.16,1552.36
20-July-2012,6628.65,9161.8,12042.03,1584.83,9942.05,1433.04,6388.15,2107.97,4937.8,2351.5,6989.04,1761.35,5320.58,10673.58,8026.52,1933.4,1681.82,3171.4,1044.26,1540.24
23-July-2012,6523.04,8941.7,11805.18,1549.19,9745.95,1405.36,6278.08,2092.0,4877.32,2310.17,6967.29,1725.22,5257.79,10316.26,7952.87,1881.12,1633.56,3125.94,1014.85,1504.08
24-July-2012,6542.05,8931.87,11824.04,1556.31,9639.92,1404.66,6350.65,2107.79,4970.33,2312.81,6992.22,1718.23,5222.55,10340.98,8019.92,1881.98,1634.5,3116.5,1023.39,1507.47
25-July-2012,6511.39,8874.29,11784.32,1540.65,9552.48,1399.92,6242.95,2090.68,4990.77,2303.29,6995.05,1699.61,5237.37,10131.44,7969.12,1855.43,1632.2,3115.03,1003.42,1487.43
26-July-2012,6420.14,8792.11,11586.94,1522.68,9357.96,1388.34,6201.84,2058.76,4912.3,2267.41,6982.76,1659.68,5158.25,9985.03,7851.94,1831.9,1582.12,3075.08,995.34,1471.74
27-July-2012,6450.8,8877.86,11633.16,1542.91,9300.41,1385.48,6256.12,2075.28,4978.47,2270.16,6976.78,1657.65,5224.27,10193.76,7910.85,1834.99,1569.56,3108.71,1007.98,1475.48
30-July-2012,6571.97,9078.44,11943.42,1566.5,9579.68,1409.39,6414.62,2097.86,5036.0,2323.21,7092.68,1703.15,5303.44,10406.94,8013.62,1900.67,1618.69,3151.61,1017.89,1526.59
31-July-2012,6605.7,9114.07,11910.46,1576.01,9600.2,1417.17,6296.85,2138.71,5045.5,2328.82,7141.64,1713.22,5345.02,10477.61,8158.18,1896.9,1637.64,3162.42,995.61,1523.37
1-August-2012,6632.78,9109.1,11951.52,1583.14,9702.94,1419.38,6318.76,2128.23,5066.73,2345.59,7235.96,1730.59,5327.09,10404.86,8129.46,1913.37,1651.97,3152.06,990.77,1533.18
2-August-2012,6630.55,9094.45,11908.79,1582.3,9769.64,1423.04,6390.97,2109.27,5100.66,2337.27,7233.23,1735.48,5323.25,10372.63,8051.34,1926.54,1647.63,3153.7,995.04,1543.37
3-August-2012,6615.2,9019.0,11834.98,1565.01,9737.3,1419.76,6379.04,2120.59,5081.88,2324.17,7275.17,1724.14,5351.87,10202.24,8106.12,1926.15,1638.34,3160.24,989.19,1545.12
6-August-2012,6681.04,9172.57,11998.17,1579.62,9870.58,1431.01,6412.01,2178.63,5062.86,2353.9,7316.5,1751.54,5345.64,10301.19,8352.01,1941.48,1658.65,3157.41,988.56,1560.71
7-August-2012,6735.73,9328.71,12141.66,1590.44,9945.55,1440.28,6409.13,2175.42,5099.76,2384.14,7309.55,1773.72,5449.97,10361.33,8358.46,1953.28,1684.03,3207.28,984.57,1573.4
8-August-2012,6730.25,9440.99,12076.13,1597.4,9884.85,1443.13,6392.5,2184.86,5118.0,2373.98,7315.89,1769.41,5470.27,10444.75,8375.17,1949.11,1650.15,3181.2,930.34,1562.96
9-August-2012,6713.5,9482.84,11991.62,1599.25,9906.36,1449.41,6370.93,2164.67,5190.59,2349.1,7307.66,1765.95,5469.36,10511.75,8287.41,1954.2,1645.32,3153.1,881.82,1570.1
10-August-2012,6707.11,9366.91,11889.48,1603.77,9904.81,1445.31,6264.07,2167.85,5226.6,2328.83,7291.81,1755.69,5542.33,10520.96,8309.64,1948.69,1634.29,3188.66,880.25,1569.03
13-August-2012,6748.31,9355.66,11938.26,1614.58,10011.83,1456.68,6370.45,2181.18,5236.03,2352.02,7308.14,1763.38,5549.94,10549.07,8364.01,1968.52,1673.62,3201.98,893.65,1580.1
14-August-2012,6781.15,9422.07,12067.38,1620.1,10052.13,1458.44,6405.37,2208.28,5248.26,2365.64,7283.22,1778.48,5573.3,10637.14,8470.63,1967.06,1661.38,3214.73,895.44,1587.4
16-August-2012,6763.75,9476.55,11976.04,1603.27,10134.48,1463.15,6339.92,2225.31,5140.26,2361.53,7289.34,1784.28,5548.13,10483.56,8525.45,1958.44,1661.27,3202.51,893.85,1576.81
17-August-2012,6765.45,9535.47,11961.03,1589.55,10047.91,1460.53,6373.79,2221.8,5205.13,2360.35,7338.52,1777.53,5611.78,10327.46,8500.52,1927.28,1632.85,3230.89,897.89,1548.04
21-August-2012,6823.27,9648.71,12020.97,1602.73,10126.33,1472.78,6382.62,2229.59,5245.02,2384.46,7336.35,1791.93,5710.33,10437.08,8539.37,1959.21,1652.77,3273.64,891.96,1575.71
22-August-2012,6808.43,9671.81,12026.29,1601.45,10084.33,1471.28,6363.74,2225.15,5236.26,2377.73,7363.97,1786.63,5718.57,10429.24,8516.41,1943.24,1636.67,3259.97,865.24,1562.16
23-August-2012,6803.79,9591.5,12002.08,1604.89,10007.7,1462.03,6339.91,2202.58,5282.35,2367.73,7401.69,1772.77,5821.7,10481.84,8426.9,1935.23,1631.89,3304.4,866.14,1553.74
24-August-2012,6774.19,9596.74,11872.28,1594.29,9928.62,1454.12,6306.03,2197.51,5300.13,2348.08,7420.13,1760.73,5797.8,10422.28,8397.77,1919.72,1590.52,3290.66,863.57,1545.06
27-August-2012,6722.47,9551.4,11656.91,1581.32,9768.63,1449.65,6274.1,2204.55,5311.65,2312.95,7407.28,1729.62,5744.69,10276.97,8426.31,1895.26,1551.97,3266.75,862.15,1528.88
28-August-2012,6690.28,9473.88,11544.33,1551.43,9606.91,1438.1,6256.06,2193.5,5348.61,2294.67,7396.84,1703.85,5797.71,10026.6,8403.45,1905.98,1545.29,3285.54,858.18,1539.04
29-August-2012,6640.56,9344.46,11500.83,1531.32,9501.17,1420.74,6226.69,2170.1,5379.36,2278.69,7416.71,1682.32,5746.28,9846.74,8309.15,1885.59,1497.74,3249.75,839.4,1527.71
30-August-2012,6663.6,9340.65,11564.38,1528.52,9515.56,1421.28,6252.97,2169.52,5397.33,2293.0,7471.83,1690.45,5786.45,9806.54,8289.95,1893.61,1525.09,3269.72,839.65,1526.67
31-August-2012,6632.34,9240.4,11515.94,1518.47,9447.52,1412.63,6241.04,2147.82,5355.64,2291.48,7495.6,1678.41,5741.96,9687.54,8211.53,1870.83,1510.91,3252.23,844.76,1511.66
3-September-2012,6616.57,9277.57,11441.51,1508.12,9506.84,1417.72,6278.81,2133.67,5350.44,2280.14,7470.42,1678.81,5734.37,9630.05,8145.88,1873.07,1497.89,3247.61,846.7,1512.3
4-September-2012,6645.79,9335.49,11501.58,1517.2,9569.14,1426.68,6334.67,2153.86,5360.89,2284.4,7467.28,1691.15,5731.64,9710.0,8243.21,1890.37,1521.67,3259.3,856.81,1529.63
5-September-2012,6595.55,9239.76,11292.73,1493.34,9326.18,1420.65,6290.87,2141.2,5399.42,2253.58,7399.68,1657.68,5726.24,9453.72,8193.78,1865.02,1507.03,3270.77,878.1,1519.42
6-September-2012,6613.49,9307.14,11351.88,1506.64,9255.0,1424.83,6236.6,2139.63,5304.2,2258.57,7443.25,1658.68,5872.21,9490.22,8192.64,1865.34,1506.39,3331.32,866.01,1527.58
7-September-2012,6721.37,9492.19,11611.55,1536.92,9536.7,1442.93,6350.56,2176.76,5341.78,2301.62,7550.36,1701.18,5968.28,9742.54,8339.11,1883.55,1547.02,3381.45,877.9,1539.36
8-September-2012,6748.41,9539.6,11646.45,1536.92,9541.04,1442.93,6398.83,2176.76,5361.17,2301.62,7642.13,1701.18,5983.18,9837.15,8375.87,1879.66,1551.99,3388.05,877.9,1539.36
10-September-2012,6756.37,9586.33,11557.31,1556.8,9536.73,1450.05,6462.01,2186.76,5348.72,2301.75,7715.11,1713.79,5983.08,9906.87,8372.22,1871.42,1539.9,3394.39,889.2,1540.0
11-September-2012,6784.6,9581.56,11624.57,1546.69,9549.08,1452.48,6484.97,2189.34,5364.75,2321.66,7738.36,1718.77,6036.02,9760.07,8390.33,1886.52,1554.3,3420.33,895.57,1548.06
12-September-2012,6825.33,9702.18,11686.61,1563.36,9663.36,1456.86,6537.71,2207.54,5402.3,2329.77,7705.34,1745.99,6093.35,9968.94,8436.33,1868.12,1566.87,3447.43,895.97,1539.18
13-September-2012,6823.79,9666.06,11703.7,1554.27,9705.19,1459.09,6546.15,2217.78,5433.46,2328.25,7616.41,1744.2,6118.94,9947.58,8473.25,1865.76,1558.6,3449.85,878.26,1539.26
14-September-2012,6961.31,9945.45,12188.84,1601.42,10042.75,1488.6,6576.94,2280.33,5406.62,2410.56,7521.99,1797.54,6203.68,10370.27,8717.01,1880.58,1633.05,3494.86,886.2,1548.91
17-September-2012,7016.58,10124.98,12583.34,1618.04,10418.3,1513.83,6653.99,2317.69,5208.61,2481.23,7386.08,1852.4,6006.28,10521.08,8886.74,1921.75,1734.5,3429.74,915.54,1573.6
18-September-2012,7029.41,10135.9,12670.22,1620.33,10512.08,1521.23,6668.15,2289.15,5212.33,2500.81,7370.0,1863.37,5973.59,10500.73,8786.13,1938.7,1742.96,3426.58,929.08,1583.9
20-September-2012,6979.94,10105.37,12530.32,1602.04,10308.54,1516.49,6613.88,2256.13,5219.9,2472.52,7343.44,1838.86,6023.83,10261.57,8660.45,1907.13,1738.32,3451.61,932.43,1561.07
21-September-2012,7131.84,10269.6,13037.34,1650.11,10733.19,1540.35,6623.59,2305.51,5295.68,2559.56,7357.8,1894.45,5982.85,10678.33,8853.58,1990.11,1777.44,3450.23,963.54,1614.41
24-September-2012,7124.49,10349.59,13100.82,1650.24,10856.82,1551.75,6681.63,2274.93,5217.53,2562.74,7334.37,1910.86,5966.56,10708.36,8726.62,2023.98,1803.2,3439.24,960.84,1621.1
25-September-2012,7140.64,10275.31,13104.89,1640.27,10894.69,1559.21,6732.06,2269.15,5314.31,2569.09,7378.64,1908.45,5973.85,10563.01,8708.99,2033.49,1840.77,3441.49,956.02,1622.31
26-September-2012,7133.26,10248.37,13098.52,1647.09,10839.3,1561.61,6736.39,2267.25,5349.05,2559.98,7420.41,1902.84,5955.29,10439.32,8721.34,2025.37,1846.15,3418.12,928.94,1617.51
27-September-2012,7132.46,10220.01,13091.7,1650.68,10938.34,1570.1,6828.31,2234.47,5429.99,2561.75,7436.43,1904.75,5889.6,10385.43,8581.67,2021.13,1853.93,3387.56,917.06,1619.63
28-September-2012,7206.51,10413.19,13138.71,1671.76,10957.53,1592.78,6939.84,2256.2,5507.36,2579.1,7528.41,1926.47,5922.64,10528.23,8661.62,2048.83,1847.0,3417.11,926.73,1643.6
1-October-2012,7241.46,10480.96,13117.29,1689.33,11030.65,1599.51,6959.34,2250.88,5531.26,2578.02,7561.31,1944.99,6034.22,10560.14,8639.49,2060.23,1849.8,3468.55,924.1,1650.55
3-October-2012,7267.59,10443.14,13106.05,1695.69,11080.86,1596.68,6944.34,2276.3,5552.36,2590.04,7602.59,1957.39,6024.85,10609.0,8724.59,2058.89,1852.83,3463.75,922.71,1647.81
4-October-2012,7328.47,10435.19,13357.44,1700.53,11290.73,1608.65,7113.5,2295.54,5605.63,2631.8,7532.98,1985.98,6008.05,10632.5,8815.82,2091.29,1944.41,3471.03,935.71,1658.3
5-October-2012,7279.23,10492.9,13212.11,1687.91,11339.51,1601.31,7160.59,2308.68,5639.69,2587.85,7427.15,1991.33,5910.93,10606.38,8852.23,2087.67,1949.58,3413.88,919.52,1650.95
8-October-2012,7204.03,10360.86,13051.05,1674.63,11032.78,1586.58,7049.16,2243.03,5638.14,2563.27,7516.01,1948.71,5827.99,10498.75,8606.89,2058.9,1881.4,3382.38,936.01,1641.96
9-October-2012,7239.27,10356.33,13143.02,1684.8,11136.75,1591.36,7152.5,2238.11,5697.11,2578.44,7601.72,1955.68,5892.16,10549.61,8568.32,2057.27,1890.36,3399.83,917.44,1642.48
10-October-2012,7168.19,10284.22,12970.74,1670.57,10999.96,1572.67,7129.21,2224.58,5699.37,2543.88,7542.96,1933.19,5844.13,10458.79,8518.33,2012.59,1803.17,3362.86,902.03,1606.71
11-October-2012,7241.41,10350.42,13139.79,1689.45,11223.91,1584.35,7151.9,2240.65,5737.6,2576.48,7533.3,1972.59,5881.12,10627.2,8568.12,2040.9,1886.3,3390.96,920.05,1622.63
12-October-2012,7213.64,10274.53,13086.92,1697.62,11175.78,1583.15,7195.03,2232.54,5749.84,2563.73,7570.13,1964.65,5728.77,10620.34,8543.4,2036.15,1869.65,3314.28,902.55,1630.09
15-October-2012,7222.15,10243.83,13135.49,1699.31,11148.88,1580.84,7134.58,2241.9,5793.01,2569.78,7594.69,1960.24,5685.0,10611.02,8588.66,2043.33,1879.45,3298.06,910.29,1630.33
16-October-2012,7172.1,10149.19,13026.54,1670.77,10980.49,1575.47,7149.7,2225.3,5790.11,2552.0,7548.96,1930.35,5677.12,10410.19,8523.5,2016.32,1822.14,3299.59,916.07,1613.77
17-October-2012,7182.81,10199.8,13036.14,1662.72,11046.18,1582.19,7194.39,2217.52,5811.91,2557.94,7579.38,1939.0,5671.47,10390.61,8478.71,2025.07,1810.79,3309.16,924.77,1614.72
18-October-2012,7257.7,10342.64,13307.99,1676.81,11191.19,1598.13,7302.11,2227.66,5852.78,2604.95,7556.61,1968.99,5715.72,10489.96,8502.67,2047.68,1857.49,3325.09,916.45,1633.63
19-October-2012,7214.02,10249.33,13193.05,1661.8,11068.92,1583.81,7333.76,2212.16,5901.97,2583.01,7520.64,1950.36,5700.37,10351.4,8437.16,2018.26,1844.15,3317.02,915.71,1610.23
22-October-2012,7244.33,10230.54,13325.37,1659.44,11212.48,1583.28,7299.83,2229.55,5871.97,2597.74,7601.45,1964.3,5748.02,10342.93,8498.87,2025.62,1847.6,3341.57,928.21,1614.98
23-October-2012,7215.23,10147.94,13293.56,1649.14,11313.78,1574.15,7228.5,2219.99,5822.58,2592.7,7597.02,1964.75,5697.59,10255.73,8456.44,2008.98,1841.62,3315.98,925.14,1602.43
25-October-2012,7231.17,10207.25,13340.14,1650.97,11353.54,1582.28,7226.61,2220.87,5827.69,2609.46,7569.55,1964.33,5691.82,10234.82,8470.38,2007.18,1816.73,3309.11,919.26,1601.43
26-October-2012,7168.43,10289.75,13217.36,1646.5,11328.28,1580.25,7021.52,2196.74,5724.12,2581.64,7478.57,1953.26,5661.49,10205.54,8394.56,1985.91,1800.33,3281.99,909.55,1581.56
29-October-2012,7160.95,10291.37,13180.61,1647.3,11136.81,1581.97,7057.55,2208.63,5722.44,2577.13,7498.69,1926.23,5668.97,10183.88,8446.67,1972.36,1787.36,3286.4,918.78,1584.77
30-October-2012,7079.19,10149.9,12870.61,1620.68,10904.54,1565.11,6898.36,2190.52,5697.24,2526.99,7491.43,1886.88,5697.99,10028.98,8380.09,1950.58,1746.63,3298.11,916.06,1563.44
31-October-2012,7118.77,10307.26,12947.29,1631.46,10864.04,1583.16,6937.7,2186.95,5687.3,2549.31,7620.5,1893.06,5718.69,10149.11,8355.03,1952.14,1771.62,3316.66,914.97,1562.93
1-November-2012,7158.58,10533.63,12994.34,1644.63,10924.55,1605.21,7323.84,2183.59,5638.43,2561.76,7687.55,1918.95,5732.69,10231.82,8331.24,1972.1,1803.39,3340.05,946.47,1576.09
2-November-2012,7220.81,10690.67,13163.28,1657.2,11114.67,1623.22,7378.03,2188.79,5683.8,2590.35,7714.98,1940.12,5798.83,10315.12,8367.88,1987.73,1812.78,3366.09,934.7,1598.55
